0.17405762,0.8233268
0.2667871,0.8326953
0.36359376,0.83696616
0.46409178,0.8402018
0.5661084,0.8421094
0.66635257,0.8378841
0.7657666,0.8336589
0.8579785,0.8247201
0.9441503,0.81687504
0.16234376,0.6983724
0.2572998,0.7038542
0.35759765,0.7096029
0.46179685,0.7113607
0.56681645,0.7127214
0.67120606,0.7111393
0.7712842,0.7065299
0.86567867,0.70240885
0.95521975,0.69633466
0.95521975,0.69633466
0.25097167,0.5746289
0.35357422,0.57457036
0.4595801,0.57527995
0.5673926,0.57709634
0.6740088,0.57692057
0.77654785,0.574069
0.8750097,0.5719401
0.9645947,0.5709961
0.14791504,0.43416017
0.24480958,0.43278646
0.34905273,0.43152174
0.45703125,0.43279946
0.56599605,0.4331836
0.6760694,0.4335677
0.78148925,0.4348242
0.88040525,0.43658203
0.9714209,0.43844402
0.1443457,0.2959961
0.24332519,0.29221353
0.34736818,0.28947917
0.45785156,0.285638
0.5677686,0.28740886
0.5677686,0.28740886
0.7829639,0.29102865
0.8833643,0.2967904
0.8833643,0.2967904
0.14401367,0.15892579
0.24189453,0.14889322
0.34712404,0.14419271
0.454082,0.13899088
0.5657959,0.13965495
0.6770898,0.14143892
0.78168947,0.14628907
0.8816358,0.15528646
0.9742578,0.16505209
